student id,lab,student output,teacher output,result,subject
671-1,lab11,Enter Number: Pass.,Enter Number: Pass.,1,ENGCC304
67543206110-8,lab11,Enter Number: Pass.,Enter Number: Pass.,1,ENGCC304
67543206111-6,lab11,Enter world : Not Pass,Enter Number: Pass.,0,ENGCC304
67543206113-2,lab11,Enter Number: Pass.,Enter Number: Pass.,1,ENGCC304
