student id,lab,student output,teacher output,result,subject
671-1,lab10,Enter word: Pass.,Enter word: Pass.,1,ENGCC304
67543206110-8,lab10,Enter word: Pass.,Enter word: Pass.,1,ENGCC304
67543206113-2,lab10,Enter word: Pass.,Enter word: Pass.,1,ENGCC304
